x,y,z,l,h,w,r,np
-42.06035093548269,-3.7927319290313934,0.9232101687410349,7.265875488813414,2.494267779518615,2.3557527627881862,0.005584964097697608,196
-69.03509536715622,6.100713343372476,0.9417643763500666,7.248085053923587,2.9835594031831683,2.6919767100662555,0.023886534339111493,98
57.20364844755318,-0.24708100347525241,2.141096948924717,13.435897435897445,3.057802345529434,3.4077667798862263,0.014770531554460068,298
-31.578179861673153,-0.6347989293966274,1.384683434463153,5.042021001690381,2.167795224586172,2.2455325532367056,0.0027706365934315955,316
-82.61771163185477,25.294170525661805,0.0365879808963796,12.42167381592926,2.9487542135728724,3.213175968103837,-1.5707963267948966,32
8.92476500120873,0.08489383437439901,1.3199874870930186,7.500150059800593,2.7253801588574036,2.376079656093504,0.0,4858
-8.27527237751699,-3.9782756781327193,0.8868989510948949,4.604008242829859,1.7341722416553975,1.84533747760147,0.01785524513954817,5507
44.36754584132516,-24.74064436895954,2.1262471445977207,9.499618138404111,2.9944490735909497,2.841667820384755,1.558748716940716,734
3.528503887557805,13.426900664884533,1.3608695655089358,10.518240341836737,2.9565217379642563,3.0782608689821283,3.1291738435938345,14821
73.37550163532792,25.56016116444277,1.671336239920412,8.947979085179114,2.999999999999983,3.5762543390956543,-1.6215291537395047,414
82.35821401303058,16.173835566973004,2.203099025085542,9.7941402210187,3.059502487561897,3.4539617278166697,-0.4489709904925411,217
81.50482537739566,-32.06204041834427,3.0612691669154537,6.084839743589717,2.7999999999999927,2.7483814102564064,1.2237335545752206,139
76.52267768178478,-35.200326366752265,2.1983236324500743,4.2560897435897225,1.8038461538461597,1.6687820512820537,1.2551365521512032,21
35.49385456257285,2.8834292295070076,2.389441371675551,8.62097779837214,3.217205570233648,3.753433759363195,0.01390801359326233,1025
39.791128361814245,-3.2998888276627825,1.708347351498398,6.473806375931375,2.093706467661695,2.1879988908434007,-0.003392564474134693,120
20.387837514559195,-3.2920363722286523,2.1877293028013307,8.76039966109958,3.290537624574876,3.781607025225366,0.009400621427072016,3399
47.765688090927924,3.8647977188100637,2.5934678708168395,12.013684757593204,3.0647084890299254,4.146218550160234,0.02443069297671484,634
64.26053212334561,6.783299374558769,2.3515893648362987,9.999999999999986,3.116166895837378,3.488778054862843,2.877046730907408,193
87.13108692303199,24.33135669631212,1.3704694097066006,6.481891025641026,2.8,2.8974839743589755,-1.1022290801972296,147
35.58630117561866,-0.49526715295875434,1.062227963649773,4.678133662272469,1.9376048449151586,2.010555268836929,0.0,261
78.90644666785569,-2.8601962551819358,1.0404536687509582,4.967105128208605,2.0260395848920103,2.2187233044353394,-0.37971927482097717,37
4.5594714280509665,-27.48189619034049,1.059134295860171,3.867787894596997,1.2162355356798698,1.2267141224427678,-1.5707963267948966,106
3.0333180452748363,-28.103846007922165,1.0630247036316798,3.794811117322719,1.1874260493594109,1.2666279866368977,-1.6995702551415217,158
15.468232960432275,0.1232931362041616,1.0711871155889288,4.519150641025668,1.868781094527433,1.9969764159969399,-0.009878152294051291,1092
25.396556278813065,-18.915932918951793,1.505471330899868,9.060080128205072,2.6073631840796017,2.7245082280903166,0.005692548385270783,1699
-84.8530463799661,-1.1844701906178194,1.3128567014559063,6.056221569587403,2.1164481048740282,2.4270565083853324,0.01186576650901854,68
51.7922674250562,-0.8203985885418182,2.0443870093470586,10.388058167943154,2.753094482214256,3.8694865174997304,0.010100666585322937,483
-37.67085266113283,4.5368280410766735,1.7098166942596436,6.9519195556640625,2.66415596008299,3.173856258392334,3.141592653589793,1065
-112.35216551067546,-0.37267923817671694,1.6376734812643658,7.501837582613211,2.509394290338045,2.641846382138615,-0.01941503590231955,34
61.77081923635136,-1.1841986055562148,2.524289186784947,8.887964743589745,3.2736318407960208,3.9375363566781405,0.010374796519907288,196
-27.00175710702571,14.166244729326358,1.6006903052330017,9.904104701389407,2.8319798876573277,3.8062177896499634,3.1360982033865668,4789
-22.59265275458165,18.011510270800393,1.1720444560050964,8.172981248304016,2.802754131232972,3.269134640693665,-3.134239844923098,3560
