x,y,z,l,h,w,r,np
-7.918750111836425,3.9790675117361762,0.9238095225123246,0.5999999999999996,0.7,1.6999999999999997,0.0,555
3.419912125702821,-5.322197491644631,0.938095235600624,0.6,0.7,1.6999999999999997,0.0,446
5.0991315812644284,-5.786333881153201,0.6629757838447566,0.6,0.8015569312326776,1.3740484323104862,1.6337759892278725,329
4.548175368857231,-6.013769204704465,0.8416515588760376,0.38748652992774024,0.2730448351426458,1.3271353244781494,1.7335237014353155,159
-8.433602238258363,7.227109774300998,0.8404761905759753,0.6,0.7,1.7000000000000002,-0.22208190190551055,736
-10.181997969801703,7.711704612171211,0.8785714282720749,0.6,0.7,1.6999999999999997,-0.010637896575526476,413
-9.830564036781027,7.180448742370636,0.9071428565441505,0.6,0.6999999999999988,1.6999999999999988,0.0,492
-12.180921469008771,10.46930731075328,0.8571428565441499,0.6,0.6999999999999995,1.6999999999999997,-0.4530659933797372,303
-17.405098386963104,-3.238629391130788,1.0450534812981225,0.4653243562248922,0.7,1.8241787463011037,-2.54618732290328,328
-21.02143097826855,-3.053564108333101,1.116666663872699,0.6,0.7,1.6999999999999997,0.04758310327694515,117
-32.91436211317711,6.371360187122099,0.6499999999999999,0.6,0.7,1.7,3.1077073236856694,31
-34.21125869750976,5.338187789916992,0.6499999999999999,0.6,0.7,1.7,3.141592653589793,21
-6.765568166879922,13.29766792510772,0.3480296840085541,0.6281612387231102,0.8075932985850953,1.603423215982526,-1.5405025668761614,398
2.2548959255218506,11.647006511688232,0.45696359872817993,0.30640506744384766,0.3739800453186035,0.9990521669387817,-1.5707963267948966,149
2.294891595840454,10.634500503540039,0.8702667951583862,0.6681346893310547,0.3264956474304199,1.0741596221923828,-1.5707963267948966,328
2.075493235698484,7.330380682063887,0.5,0.5999999999999999,0.7,1.6999999999999997,1.244826388155246,51
-4.43725134564671,-7.723911849605146,1.0234752514504846,0.5080264251035713,0.5306149125118333,1.1543068946037054,3.0735161953317744,202
-16.69611358642578,-9.001979351043701,1.7172751426696777,0.38219738006591797,0.3980560302734375,1.4000110626220703,-1.5707963267948966,62
10.2166668144365,8.714808867015977,0.5839344253500955,0.6,0.7,1.6999999999999997,0.0,33
2.216382708097583,8.13925101568295,0.47098360633752406,0.5999999999999999,0.7000000000000002,1.6999999999999997,1.6447353644528337,61
-28.82262504562864,-8.650682291303193,0.6320130883676012,0.545579749913597,0.6131583512370213,1.283335044579935,-2.9385474363362767,59
-29.81535967698175,-7.4337326355466455,0.796858469283791,0.8120217329247674,0.759415761282376,1.6658408463337837,0.01369777337286766,116
-30.2928333846681,-8.4451554179737,0.6339636909718269,0.5223439664008405,0.7096096095089262,1.3473879321634592,0.050462174016931274,75
-28.783838817846085,-6.885033081503863,0.8227891075494538,0.5999999999999999,0.6999999999999997,1.7000000000000002,2.9003522908057375,37
-30.12103202129931,-2.1390030004096117,0.6864864855803348,0.6,0.7,1.6999999999999997,0.032597145117993616,125
3.2011872077880406,17.21050287381302,0.6633633616517434,0.6,0.7,1.7000000000000002,-0.027390408474899278,99
28.73527899472834,-5.950811827611422,0.9964435610430371,0.6095494571047533,0.6204082173637804,1.6496520421003138,-0.024994793618941635,42
-31.11640857361254,27.078051383483515,0.1535294106799892,0.6000000000000001,0.7,1.6999999999999997,1.9055331641117266,33
-32.357392645728154,16.753402792589004,0.441176469109076,0.6000000000000001,0.6999999999999997,1.6247058831418253,-1.0259324113433839,20
-10.923584455277643,8.255175964015812,0.7543568799053048,0.5582306379768849,0.5453342205978595,1.698586583137512,-0.16514867741465455,357
-11.421286467489876,9.366333372485476,0.677748781645342,0.5995632370214994,0.6302287871517379,1.622072899746982,-0.7853981633974004,415
-12.717088480014754,10.512820982445119,0.7564705876436305,0.5999999999999345,0.7000000000000628,1.6999999999999997,-0.8454846196513824,93
-13.27073859809169,9.199862219223554,0.6602622974248489,0.44504018068464196,0.6354134350648999,1.5061875366505464,1.7011996346840723,298
